*author: ADAMCZYK
*reference: PRL 115,222301 : 2015
*reference: ARXIV:1505.07812 : 2015
*doi: 10.1103/PhysRevLett.115.222301
*status: Encoded 03 MAR 2016 by <Encoder Name>
*title: Azimuthal anisotropy in U+U and Au+Au collisions at RHIC
*comment: BNL-RHIC.  Collisions between prolate uranium nuclei are used to study how particle production and azimuthal anisotropies depend on initial geometry in heavy-ion collisions. We report the two- and four-particle cumulants, $v_2\{2\}$ and $v_2\{4\}$, for charged hadrons from U+U collisions at $\sqrt{s_{\rm NN}}$ = 193 GeV and Au+Au collisions at $\sqrt{s_{\rm NN}}$ = 200 GeV. Nearly fully overlapping collisions are selected based on the amount of energy deposited by spectators in the STAR Zero Degree Calorimeters (ZDCs). Within this sample, the observed dependence of $v_2\{2\}$ on multiplicity demonstrates that ZDC information combined with multiplicity can preferentially select different overlap configurations in U+U collisions. An initial-state model with gluon saturation describes the slope of $v_2\{2\}$ as a function of multiplicity in central collisions better than one based on Glauber with a two-component multiplicity model
*durhamId:
*inspireId: 1373553
*cdsId: 
*detector: STAR
*experiment: BNL-RHIC-STAR
*dataset:
*location: 
*dscomment: 
*obskey: SIG
*reackey: U+U
*qual: U+U: v2{2}
*xheader: Corrected Multiplicity
*yheader: v2
*data: x : y
141.0; 1600.0 +- 29.1
152.0; 1560.0 +- 29.4
164.0; 1540.0 +- 26.9
175.0; 1490.0 +- 23.3
187.0; 1440.0 +- 19.1
198.0; 1380.0 +- 15.1
210.0; 1320.0 +- 9.7
222.0; 1250.0 +- 7.97
234.0; 1180.0 +- 7.9
246.0; 1100.0 +- 7.01
258.0; 1020.0 +- 6.47
270.0; 940.0 +- 6.05
282.0; 863.0 +- 5.63
294.0; 782.0 +- 5.26
306.0; 714.0 +- 4.87
319.0; 634.0 +- 4.55
331.0; 566.0 +- 4.21
344.0; 505.0 +- 3.87
356.0; 443.0 +- 3.58
369.0; 388.0 +- 3.27
382.0; 336.0 +- 3.01
395.0; 291.0 +- 2.74
409.0; 247.0 +- 2.5
422.0; 206.0 +- 2.28
435.0; 175.0 +- 2.06
449.0; 141.0 +- 1.86
463.0; 115.0 +- 1.67
477.0; 89.8 +- 1.51
491.0; 68.2 +- 1.36
505.0; 51.7 +- 1.21
520.0; 37.4 +- 1.08
535.0; 26.1 +- 0.955
550.0; 17.0 +- 0.854
565.0; 10.1 +- 0.749
580.0; 5.76 +- 0.667
596.0; 1.89 +- 0.593
612.0; 0.191 +- 0.534
628.0; -1.46 +- 0.483
644.0; -1.28 +- 0.453
661.0; -1.54 +- 0.437
678.0; -1.21 +- 0.437
696.0; -1.06 +- 0.46
713.0; -0.627 +- 0.504
732.0; -0.52 +- 0.59
750.0; 0.174 +- 0.718
769.0; 0.321 +- 0.952
788.0; -2.61 +- 1.36
808.0; -1.05 +- 2.05
828.0; -1.92 +- 3.16
*dataset:
*location: 
*dscomment: 
*obskey: SIG
*reackey: U+U
*qual: U+U: v2{2}/e2{2} (Glauber_x-hard)
*xheader: Corrected dNch/deta
*yheader: v2/ecc2
*data: x : y
5.55; 0.0873 +- 0.000341
16.7; 0.0976 +- 0.000148
27.8; 0.106 +- 0.00015
39.0; 0.116 +- 0.00018
50.1; 0.126 +- 0.000214
61.3; 0.134 +- 0.000247
72.5; 0.142 +- 0.000277
83.8; 0.148 +- 0.000307
95.1; 0.155 +- 0.000339
106.0; 0.16 +- 0.000366
118.0; 0.165 +- 0.000392
129.0; 0.168 +- 0.000416
141.0; 0.173 +- 0.000433
152.0; 0.175 +- 0.000465
164.0; 0.18 +- 0.000486
175.0; 0.182 +- 0.000512
187.0; 0.184 +- 0.000518
198.0; 0.188 +- 0.000546
210.0; 0.189 +- 0.000556
222.0; 0.191 +- 0.00058
234.0; 0.192 +- 0.000597
246.0; 0.193 +- 0.00061
258.0; 0.195 +- 0.00063
270.0; 0.196 +- 0.000643
282.0; 0.197 +- 0.000665
294.0; 0.199 +- 0.000677
306.0; 0.199 +- 0.000702
319.0; 0.199 +- 0.000712
331.0; 0.2 +- 0.000718
344.0; 0.201 +- 0.00074
356.0; 0.201 +- 0.00076
369.0; 0.201 +- 0.000773
382.0; 0.201 +- 0.000794
395.0; 0.203 +- 0.000812
409.0; 0.201 +- 0.000816
422.0; 0.2 +- 0.000831
435.0; 0.202 +- 0.000862
449.0; 0.201 +- 0.000866
463.0; 0.2 +- 0.000886
477.0; 0.2 +- 0.000888
491.0; 0.199 +- 0.0009
505.0; 0.197 +- 0.000911
520.0; 0.197 +- 0.000944
535.0; 0.198 +- 0.000953
550.0; 0.198 +- 0.000979
565.0; 0.194 +- 0.000975
580.0; 0.193 +- 0.00098
596.0; 0.189 +- 0.000962
612.0; 0.187 +- 0.00097
628.0; 0.186 +- 0.000973
644.0; 0.184 +- 0.00099
661.0; 0.183 +- 0.00099
678.0; 0.181 +- 0.000976
696.0; 0.177 +- 0.000984
713.0; 0.175 +- 0.000976
732.0; 0.173 +- 0.000946
750.0; 0.171 +- 0.000962
